O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
11-3021.00,Computer and Information Systems Managers,Oracle DBMS,43232306,Data base user interface and query ,N
11-3021.00,Computer and Information Systems Managers,Oracle iPlanet Web Server,43232312,Portal server ,N
11-3021.00,Computer and Information Systems Managers,Oracle Java,43232405,Object or component oriented development ,Y
11-3021.00,Computer and Information Systems Managers,Oracle Primavera Systems,43231507,Project management ,N
11-3021.00,Computer and Information Systems Managers,Oracle WebLogic Server,43232701,Application server ,Y
11-3021.00,Computer and Information Systems Managers,Pegasus software,43233501,Electronic mail ,N
11-3021.00,Computer and Information Systems Managers,Perforce Helix software,43232401,Configuration management ,N
11-3021.00,Computer and Information Systems Managers,Performance Solutions Technology ManagePro,43232303,Customer relationship management CRM ,N
11-3021.00,Computer and Information Systems Managers,Pilgrim Quality Solutions SmartSolve,43232606,Compliance ,N
11-3021.00,Computer and Information Systems Managers,PERL,43232405,Object or component oriented development ,Y
11-3021.00,Computer and Information Systems Managers,Progress OpenEdge ABL,43232402,Development environment ,N
11-3021.00,Computer and Information Systems Managers,Progress OpenEdge Application Server,43232701,Application server ,N
11-3021.00,Computer and Information Systems Managers,Progress OpenEdge Fathom Replication software,43232304,Data base management system ,N
11-3021.00,Computer and Information Systems Managers,Progress Sonic ESB,43232403,Enterprise application integration ,N
11-3021.00,Computer and Information Systems Managers,Progress WebSpeed Workshop,43232408,Web platform development ,N
11-3021.00,Computer and Information Systems Managers,QUALCOMM Eudora,43233501,Electronic mail ,N
11-3021.00,Computer and Information Systems Managers,Red Hat Enterprise Linux,43233004,Operating system ,Y
11-3021.00,Computer and Information Systems Managers,Red Hat WildFly,43232701,Application server ,Y
11-3021.00,Computer and Information Systems Managers,Samba,43233001,Filesystem ,N
11-3021.00,Computer and Information Systems Managers,SolarWinds,43232804,Administration ,N
11-3021.00,Computer and Information Systems Managers,SOX COBIT,43232606,Compliance ,N
11-3021.00,Computer and Information Systems Managers,Spring Framework,43232408,Web platform development ,Y
11-3021.00,Computer and Information Systems Managers,Symantec Veritas File System,43233001,Filesystem ,N
11-3021.00,Computer and Information Systems Managers,Symantec Veritas Volume Manager,43233001,Filesystem ,N
11-3021.00,Computer and Information Systems Managers,Telnet programs software,43232911,Network connectivity terminal emulation ,N
11-3021.00,Computer and Information Systems Managers,TKSoftware,43232404,Graphical user interface development ,N
11-3021.00,Computer and Information Systems Managers,Unified modeling language UML,43232407,Requirements analysis and system architecture ,Y
11-3021.00,Computer and Information Systems Managers,UNIX,43233004,Operating system ,Y
11-3021.00,Computer and Information Systems Managers,Virtual private networking VPN software,43233204,Network security and virtual private network VPN equipment ,Y
11-3021.00,Computer and Information Systems Managers,Zephyr EXTRA! Terminal Emulation,43232911,Network connectivity terminal emulation ,N
11-3031.01,Treasurers and Controllers,"ADERANT Expert Back Office, Powered by Keystone",43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,ADP software,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,Automatic Data Processing PC payroll for windows PCPW,43231505,Human resources ,N
11-3031.01,Treasurers and Controllers,Corel QuattroPro,43232110,Spreadsheet ,N
11-3031.01,Treasurers and Controllers,Deltek,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,Exact Software Macola ES,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,Hyperion Enterprise,43231601,Accounting ,N
11-3031.01,Treasurers and Controllers,Hyperion Solutions System 9 Planning,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,IBM Lotus 1-2-3,43232110,Spreadsheet ,N
11-3031.01,Treasurers and Controllers,Infor ERP SyteLine,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,Job costing software,43231601,Accounting ,N
11-3031.01,Treasurers and Controllers,Microsoft Dynamics SL,43231602,Enterprise resource planning ERP ,Y
11-3031.01,Treasurers and Controllers,MYOB Premier Accounting Small Business Suite,43231601,Accounting ,N
11-3031.01,Treasurers and Controllers,Oracle Hyperion Planning,43231604,Financial analysis ,N
11-3031.01,Treasurers and Controllers,Sage Fixed Asset Solution FAS,43231601,Accounting ,N
11-3031.01,Treasurers and Controllers,Sage MIP Fund Accounting,43231601,Accounting ,N
11-3031.02,"Financial Managers, Branch or Department",Accounts receivable software,43231601,Accounting ,N
11-3031.02,"Financial Managers, Branch or Department",ARES Corporation PRISM Project Estimator,43231604,Financial analysis ,N
11-3031.02,"Financial Managers, Branch or Department",Credit management software,43231604,Financial analysis ,N
11-3031.02,"Financial Managers, Branch or Department",Healthcare common procedure coding system HCPCS,43232610,Medical ,Y
11-3031.02,"Financial Managers, Branch or Department",Internet browser software,43232705,Internet browser ,N
11-3031.02,"Financial Managers, Branch or Department",Moody's KMV FAMAS,43232110,Spreadsheet ,N
11-3031.02,"Financial Managers, Branch or Department",Word processing software,43232104,Word processing ,N
11-3051.00,Industrial Production Managers,ABB Optimize IT Predict & Control,43232603,Facilities management ,N
11-3051.00,Industrial Production Managers,Citect IIM,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,CitectSCADA Reports,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,Clockware,43231505,Human resources ,N
11-3051.00,Industrial Production Managers,Computer aided design CAD software,43232604,Computer aided design CAD ,Y
11-3051.00,Industrial Production Managers,Computer integrated manufacturing CIM software,43232108,Calendar and scheduling ,N
11-3051.00,Industrial Production Managers,Computer integrated manufacturing CIM time manager software,43231505,Human resources ,N
11-3051.00,Industrial Production Managers,Computer integrated manufacturing CIM warehouse shipping manager software,43231508,Inventory management ,N
11-3051.00,Industrial Production Managers,Employee performance management system,43231505,Human resources ,N
11-3051.00,Industrial Production Managers,Exact Software JobBOSS,43232306,Data base user interface and query ,N
11-3051.00,Industrial Production Managers,Financial planning software,43231604,Financial analysis ,N
11-3051.00,Industrial Production Managers,IBM Rational ClearQuest,43232402,Development environment ,N
11-3051.00,Industrial Production Managers,Industrial production manager and stock control software,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,Intuit QuickBooks Manufacturing & Wholesale,43231601,Accounting ,N
11-3051.00,Industrial Production Managers,Marel production system MPS,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,Plant management software,43232603,Facilities management ,N
11-3051.00,Industrial Production Managers,ProcessPro Premier,43231602,Enterprise resource planning ERP ,Y
11-3051.00,Industrial Production Managers,Prosys,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,PTC Creo Parametric,43232604,Computer aided design CAD ,Y
11-3051.00,Industrial Production Managers,QUMAS,43232202,Document management ,N
11-3051.00,Industrial Production Managers,Scadex Technologies MAESTRO,43232306,Data base user interface and query ,N
11-3051.00,Industrial Production Managers,Schneider Electric CitectSCADA,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,Statistical process control SPC software,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,Wonderware InTouch,43232608,Industrial control ,N
11-3051.00,Industrial Production Managers,WorkSchedule.net,43232108,Calendar and scheduling ,N
11-3051.01,Quality Control Systems Managers,Abbot Informatics STARLIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,ASI DATAMYTE GageMetrics,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,ASI DATAMYTE QDA,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,ASIDATAMYTE DataMetrics,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,CAMA Software Quality Collaboration By Design QCBD,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,CEBOS MQ1 software,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,Computing Solutions LabSoft LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Core Informatics Laboratory Information Management System LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,EtQ Reliance,43232606,Compliance ,N
11-3051.01,Quality Control Systems Managers,Harrington Group caWeb,43232306,Data base user interface and query ,N
11-3051.01,Quality Control Systems Managers,Harrington Group HQMS,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,Hewlett Packard LoadRunner,43232406,Program testing ,N
11-3051.01,Quality Control Systems Managers,Illumina Laboratory Information Management System LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Infinity QS ProFicient,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,Lablite Laboratory Information Management Systems LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Laboratory Automated Quality Control Systems LAQC,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,Labvantage Solutions LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,MasterControl software,43232606,Compliance ,N
11-3051.01,Quality Control Systems Managers,Pearson Education PHStat2,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,PQ Systems CHARTrunner Lean,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,PQ Systems GAGEpack,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,PQ Systems MEASUREspy,43232608,Industrial control ,N
11-3051.01,Quality Control Systems Managers,PQ Systems SQCpack,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Promium Element DataSystem LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Quality Systems International WinLIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Selenium,43232406,Program testing ,Y
11-3051.01,Quality Control Systems Managers,Sparta Systems TrackWise,43232606,Compliance ,N
11-3051.01,Quality Control Systems Managers,Statgraphics,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Systat Software Lisa.lims,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Thermo Fisher Scientific Laboratory Information Management Systems LIMS,43232605,Analytical or scientific ,N
11-3051.01,Quality Control Systems Managers,Vivaldi Software Vivaldi Quality Management,43232608,Industrial control ,N
11-3051.02,Geothermal Production Managers,Datalogging software,43232306,Data base user interface and query ,N
11-3051.02,Geothermal Production Managers,Infostat RIMBase,43232306,Data base user interface and query ,N
11-3051.03,Biofuels Production Managers,Computerized maintenance management system CMMS,43232603,Facilities management ,N
11-3051.03,Biofuels Production Managers,Distributed control system DCS,43232608,Industrial control ,N
11-3051.03,Biofuels Production Managers,Employee scheduling software,43232108,Calendar and scheduling ,N
11-3051.03,Biofuels Production Managers,Human machine interface HMI software,43232608,Industrial control ,N
11-3051.03,Biofuels Production Managers,Inventory control software,43231508,Inventory management ,N
11-3051.05,Methane/Landfill Gas Collection System Operators,Landfill gas analysis software,43232605,Analytical or scientific ,N
11-3051.05,Methane/Landfill Gas Collection System Operators,Landtec System Software LFG Pro,43232605,Analytical or scientific ,N
11-3051.05,Methane/Landfill Gas Collection System Operators,WorkTech MAXIMO,43231602,Enterprise resource planning ERP ,Y
